Image,Latitude,Longitude
2024-11-24 (5).jpg,18.44806,73.88077
2024-11-24.jpg,18.44776,73.88094
2024-11-30 (1).jpg,18.49135,73.83703
2024-11-30.jpg,18.49146,73.83719
2024-12-01 (1).jpg,18.49071,73.83777
2024-12-01.jpg,18.49193,73.83679
2024-12-04 (1).jpg,18.27591,73.62228
2024-12-04.jpg,18.27595,73.62228
2024-12-22 (1).jpg,18.43515,73.76947
2024-12-22 (1).jpg,18.49174,73.83788
2024-12-22.jpg,18.4353,73.76992
2024-12-22.jpg,18.49187,73.83629
2024-12-26.jpg,18.44831,73.88098
20240630_161746.jpg,18.49216,73.83782
20240820_184616 (1).jpg,18.4915,73.83697
20240820_184616.jpg,18.4913,73.83649
20241020_093506.jpg,18.53002,73.81755
2025-01-02 (1).jpg,18.49128,73.83633
2025-01-02.jpg,18.49074,73.83659
2025-01-04 (1).jpg,18.55535,73.79005
2025-01-04.jpg,18.55471,73.7894
2025-01-07 (1).jpg,18.49216,73.83729
2025-01-07.jpg,18.4903,73.83723
2025-01-13 (1).jpg,18.23404,73.44121
2025-01-13.jpg,18.23349,73.44104
2025-01-14.jpg,18.36632,73.75563
AWYs27w0izxtEYgEzQyT5vuiLhXSUBnR65zEXLtA8M9nauChxyk0D3IzLtCbaBYuYJzU2QnsbjeYhb5MBOOSKyhF0DThTlFtIs8Q8O-r948CDuqm2IhSKPDiKsz_g1l8LyvpNIPVuXuH6FevyyDAbWB8sAxxB8BZ7KDvRUFzkQWyqz9lNh9w.jpg,18.49119,73.84491
AWYs27w2vyLrzgvLCfN2Mk8iNQwQv_7wO_8MKqNyLcQoMTxcZt1UrUde-sG_zgBrzxZWJG2QAm6RWXOW0StLV0Qn17n3sd6y_kGsirhqyLDY1g87ObO9k5plhNvO3Qms_6srKX1oYB-MouvHJ2Oum5xEB8EZ7T3Sbf96HzQq9hb4u51Ep1kG.jpg,18.44813,73.76187
AWYs27w39CKurwFAQlXhcHyNpxpe5HuLvsrvjm3_KQ9ZzEuy24c9uQcIptTyDbV76yUi4Z5i7-OEode0v68KN5wXygJ_oDqeK8JOqtgUqN_UiJrQ7S3OEx2vS5Hrt7Osp5fS49rbV6TXKvI1nCgiu6Sa5vqykAWNfKM9uYhPkvTz65GsUEsy.jpg,18.49293,73.84627
AWYs27w3yzR9qnK0Hyen1rpBcj5flT6RJOv_3VL-kfuYiSpYZfafJKwoc8RH-CDExNgRP24uA6DuW5NgbSPI7V9ZVj-A999Bdptb-jcs4K01pVd8Xa8aalpCaPgVmJRPIXARXtS4nZYkZryruR4KDh8wU9oqKJacQZoWg-G8UiBgYlwp3SmY.jpg,18.52377,73.81478
AWYs27w4Pm7b8ZkYNOFYAve70XGchvM0zFzWZu0liuKPPM9h12axsywuBzo8NpXQlhDRy12EaRYwJb0T4ExINevcDon1ZCoa0S81BTHDA2FeuTNieeFjOU1GhPKuWF0ANy47ZOIF4R9Aqw0Gmxq6b8g727ronMbpS3C5qxPKsWSbNCM_BhC4.jpg,18.45293,73.86524
AWYs27w5p3_JfsitNYZu-nCPn8G_toMsC4iH7IPYIRPuuv8yq17AqIOJ3onFJRQHPtvm7Uc_2C4u42tsNSBOYmabkdmhEgp7Y0l01hUV0qO__8hRnup6RmXqwFH4zVTPUwVgyS2rZ4phpNvGHIv-xH60KbU5XwQb9BtZJp7uf1Mqdi2Lxr5q.jpg,18.23531,73.44139
AWYs27w8O01iMiqUNQgCy3uW70sPNOkuqx035d8NwLb09c9O_JnH3JmJGNMDBnqLRMDTSRxFBRWssfg_v7Z42EyvZ_S7AjatbFVv_YRRknsyIVjYcbz1I1dSCjXmmUidc_QteaBlcBWWfZriOtI5ZiIV6XaPbWUpzQXkKjrmgT3Smfl4yjwe.jpg,18.36747,73.76102
AWYs27w8X-chvweXhczMDSsKp6XHmYSA2V4HOGzLHDjZfIMNVhy4D2NWql9NfY0PM2XUEEHYhMU_-Mvht27qCLpqqOsBEgDgoyDttLxbVtcEZWQ2-WJs-5hbygC0zfajaWFLuIN5DhY1LmnaJIWvvu9p9Ven-h3lfAG18DzPXVWqO0EAiV_y.jpg,18.43735,73.77179
AWYs27wAJp8hlYW2fGAxDgqDwO0SGQG7-YFLlXdktQU385sqWg0qq1m-e1b4xe8_z4RikibPZbOtdxnAIowImRkv9ATjY9RSzm5kFF6S_sAn-Kod3zOQmtM3U9eY9MyV8e6g_IWeMh8zwsLWFIW-jJuWXJKqdVoSk5S4dvkIZ1Fv9ksViWav.jpg,18.52589,73.86102
AWYs27wCJb1DSz3A3YHU8tZivlK4bKhkM1AJLTi075_EysPDRhMzYn2NMNYK3VSkGKdxZAu1wzENL4AeoD9RFQMTgdVtfTz-K0K6YcmZm7OMCS3fN78StVMxgmkRQqxE5yHyRrpeMg_51gweUghOynF9BOPIFSVDqPqlH3w4xHCHlVmy8t7N.jpg,18.51672,73.85742
AWYs27wGMv6MksacwSUzEPTVH0F6lZd7hsfc-ht99zHXeDBcFSPeGk06ddGRZWzmQ989hrfbz0jZShp4dNhueXVTdMWpP6gqP8zlY4KWTKL1K4fLjq0N7it55Mvttl7CvNkiICYyTflYCHoGMGae5rgPehv0yAeLpVFFOzNvjCXZp654UFRt.jpg,18.23971,73.46811
AWYs27wJjoP2aKoXRpwPE33MYbgvElq10k8L8OitXdW_OZnuF-iA1nziOU3CRto0Yr9h7RqO1NS4v2I1TemiCMKv-n9IvtObsOCgSJ2BnaSv9vE9KreJ9dYVWCCum-hNZEVMS39LE9WEkJ6nvxnitHkuuFbEPBbW4dMTJD7EzpEl0FTnFJrK.jpg,18.5244,73.82779
AWYs27wJsirQLXFax8pcB3WWQTeX_M7L1nYpezlG4zTyDv9IjWiz4tYpKp_WG71Y_uxozS2RoXycuCw1HHpgpoIStbYf_iS1w9CmoaaFMJIwttQz7yN7w5ubQCn-SbbOmqoxXlsL1eol0oKhmDwR5AJiRD0i5Sp-DhXddTWilCz_oq26yxUn.jpg,18.43929,73.77314
AWYs27wKAvFYx5KCRp9_OsrLc6RaExQVbWUpuusgWREkfj-3eAbUuyPAi1esy_1rtsE60sAJdP6tnMl2i1B6UQfv9ypVYxHktfFoCp-pHHghP4utJNPzBIx0yM45-c8zOZQGN_tX2wQliFw0tTfnj0Zp-rwyxz2YrztPmOLwkq4CxijqmhlR.jpg,18.26307,73.63596
AWYs27wKLWWMZCE74vrV4DgHK0P57mLF2pdwMBCAVdDdxm58PHRMSd8G4E6_azwY2iJ7n7m3EHbVPru9nRQceVkRJdAzDRTDwGGnDDme9vzwAyDvBU4k6Uo66dnSKC3YdaWQ5czEnWaM6X4Sd8CwZ9W0R-8lSngOQnRnq-fanzz2tQeU1geJ.jpg,18.52043,73.85674
AWYs27wKqqAdwT8_XecY14EEeR1RpRUEgVi7LFKE_3jVW6ffkpAiDv9pOIk189pKFxbxB8eu6l7-rmQw-Yz8zu_xcJjuqjgvYDM90MXHHYeeIiehczq17F7-cjjMXF3V8zovAiVDxPeBk_OrRQUCr89G5yFGOLUVqGEqjoEqTpEZyu95IhEp.jpg,18.75649,73.41018
AWYs27wLG4yq5vazQVV0y08sJ235M5T986R812a3n5RFBVfK_YMOrkVwW3tFIv7wc8pnIUDHNTCdUYeYFqKvFlOHqZlnOd0BDqJJho-x_ognA605hmLmcfyqSqANTX04-_w1cEYzLX29qhgscEWFd8rkgwGeVpfARPm2wFK3ieTXEuXcuzpU.jpg,18.51798,73.85411
AWYs27wLKDPNYxbEZ032-nMuBDTY0GjP5pXRPWdI__VXYacsk4ng4z_CV-v931Ioh4zQX8mlxV5w9-sOXcfAyf_Q3WLUkO8L20bw8-xGXFCLJ-8qBQ8nnFZKKmy1bvBn7kTscJwOd7-nyOsEInhAuTUdAu_hBX_y3RN6Eohz-XhES2nB4_Gz.jpg,18.49138,73.83773
AWYs27wM3mnMCbbe6DrgrAbjlAv_3BScDpOY7Yl8JcQENFVjhzmcuXke3nGZMdOp41Cuw1tiMdQsyaBY-XEHNjWzU9Sk63ndTYYVDne1s8l8_mfGc2hTXIbHbDA5WFyhjv8BJCqUnaGSPwD1tl7nTRHhghlPfgPyCd9PBP-ULwKARJe0XK8.jpg,18.44304,73.76364
AWYs27wM5oR8pzXwCAiyXfa6kF8XCO_mBp_Q7zaoD47rqgAbrgjgKtEV6NEXNbgupx9Y9FB-x7PlVyxJe39ItmCmnOh51IjJv6t8Q-WxvFIFrhUZvosWlJrisufGmGzE0EeOPXFel8xFFfbCzC3LSDQhV13DPpSzXeXr5ogkRgiQRi4tdYEI.jpg,18.52043,73.85674
AWYs27wMwkW23Z31lPKJ38IOGUwNM3PZQknmSZCLbz9iqXTWc718bL2Kk4-AgbNF3LNvhBM0YJG2UtpVUbb0nm7ON4on-ok4__HRTpe7tGhlL32f8yXOMXWpxBFzG3VpMW3cLUnnmVJII6P2O8Zc8fF4ygfxREr4p5DDd_PTawY2cQk5bK-V.jpg,18.44443,73.76497
AWYs27wN2VRBOEdeRx4XjhTMen0ep-eYPcWI_QMFAA_wvDgNVXThZSfGLAvybkw7E5RA-fBfTGE-9Y95ehSb4n6nHLMElztETPhl3kYQPnZZGiO6-jeMN2x4ML4CUrw6VPB-ysYhDJGyCOZ_kzipI73ylVSThiMxdGe8nuTw3cqaEtpgP9Tk.jpg,18.51693,73.8554
AWYs27wN97hiKpOW47XzVclsCHvk8xjiDIYsTuWgvwZWWIMy7i5DrP9P_yd9VSLmWO5cCC_f2a-zGC1AThLj0_gadTofdYvzB9Rci5FdY0CSRcigWRfqKNtHcLGbLDRwDfpoLdVgD-tOdqXR9xhOXQWhVEH3Jstof-g8rfsPqnQBflNan9Of.jpg,18.52311,73.8256
AWYs27wO_I5DL7OEk5CyYVIQkffIf2YFycMMhc-X597boAU_X394iDXwvVsWtaHVd4l2uNrF_BfiZQzkf-UXm1BbWht_FusPF_OSBT5dxUaAtTgcXTnGcj1K9nP0FjeSNBxaZoJb6UeDrlxMVuNE9FqNnz78L8obmGDskdwj-29Wr3Be0X0Y.jpg,18.51798,73.85411
AWYs27wPYsO1bN_pXVky5qZZbrBt1Hbe25SjCHF2-LBAuELKYcXTFiFAbxgpjlXyLpAvxawE13a17ZVZFi9Skau2R4vxPw9LUbK1qrZZ2F43iygyUmSdK5Bybx4VpkboJhi1gcOyLWCjLAYKFbFudu2rP61MURIRmUfAJRphDtvx_mfM6xmF.jpg,18.51966,73.85742
AWYs27wPlfJFYvFJ85t2qdoYTA48HEuHkMVFI57_uJ63p3oPFwKt3ZcvL7rWW1QtmLkMORf83LyzTDf9qhtEFP_CMTgtT5MHMUoXK5G4gTM2o7zF5OVN0b4XAfMV5VFrTYvaD_xavk65wulVYDP9WGi1uzAqUzwVAYhomuV4D_eFkpkp9yz4.jpg,18.36615,73.75544
AWYs27wQqH-cXqIMlafYF_-iLif8shyXfwj0t6WN9Ad90CLaysDU5AB-AKHY2TzYuv9g1m5rhUZWBmjfjTpcmSM0sZen2WidGNSxEoeU7H4-moir7tndNADPKLW_-gf8DUogJdUPO7EIW9b-iQQ1O-ECKIPBOfyhembs0dFTFVir1q_PLO3k.jpg,18.23184,73.44019
AWYs27wSE5frXSKKsMhP6QaU19rYqaR9XE6jG3g351iwOJ0kciWx4mW2YQ40dgG6LJCs36iMKjy06FPAtpLwzHRkg58U3x__ENwzuOkmalWUcrcpVeEhzPbzuUDblYIWBQ3njbsvTf1eUWCoiJmQA69CWPRqpsapL96scUKWI4OBKF_n-gz0.jpg,18.51911,73.81501
AWYs27wSsfQfHeByjnkAYQ2EJ5pd3GbINOEmfsDRXcmtXj4yn-MHaWiq2nJH5Un5DXNbVMNe8TtqxqZctUxAi7DeQUTm0rhIv8df-IW1QrfBkR36X9JWFJmf5XbdChRn7K9S40INHTjrR79w8c1ZWuG-qRIpERqMwQRuJr8-woy48znP7le5.jpg,18.52279,73.853
AWYs27wUt7H-MOzwz_HGGYTobK8hC2Mu6feeSIYhhjd4OBaZaVQnWa7Pz9r-5pr7Q8hBYXQIV8ytgKGKWC7rJ_vRu3UskRPz-3np730-H3u_KJuSj3K6APecQfrJ2y--F78r9mZP33zLx2r-18j36O9QoqoAVfmFDuh6A0uFtkLws6nw45fS.jpg,18.2753,73.6224
AWYs27wUu_JrbOyHh5FGrHg_Nu0aP13E-XV6xK6bMrTUeCfLrQXwyxcgj9ljbNnDdXUyqE7jiVGOV3IfI2u1yhyQEY8Efv1BkyB5PVe8qAedKnQbICdIPnKIhwlRkU86Zm-CrsxJ0jntSG_LNNEkRB72owJ37lbZFMD0cO_tAQWBR7Iyao16.jpg,18.51798,73.85411
AWYs27wWH_11kw0BgMbg2DCbHI27gKRQMdOXkSsIGqQK46VeFga3hz3pFoIWVioqRw4J2zGwXMEpto0v8MOO33V-iR_ZWmDXn2sFakaUkQaXGIlsmQ6GJLn5osMT3XuqpJBMF95DO6qMEPQzwCebU9rNTOBzVc9yI0gnvKLuozjKRVNKULhZ.jpg,18.52256,73.82957
AWYs27wX6O4IWv3WqTp_VAytvEg14-r4-UTTzQ_UdXhM9LLj2AyaVcfDgLt7ZkghftAm2bi0QSjMMmePrJcEDwfJU8okS2KdMH0acWhirqLcY9gCKrEWggTtTKf_jLcYTA8YNZ9-Sx1XZzpX4lyhCstNzJwJ3f8rHwKl1Oe2cqDGL1kAZrFF.jpg,18.55186,73.79192
AWYs27wXH_P2BGAAm8hBiEidRWxk9pX_WeyWJ_mysWaQu-gVAOHx5MLco0VTomRDl16rv27ksU8ByPrLNt6UUwso_FP8cBd0qvBd-CCaMqIkoCBeGtM8F3Bjlvcss_S2beiQ-v0B-hmvgoF5JrHd4A8jpwLStXXdB284bbRInbO0Z8qh1rGz.jpg,18.23271,73.43156
AWYs27wZFiPrm5Prbmht_Ixm-_91apmfVubsqUc-uqZbUeN3QsqC9fCeor3_cw5UvDg1y4m6iwX5oaGI7-1oqyply4O7XmLUXlBnsdwWYWaZnNasDCXpz79fesA9Qf8Eeppe99hcCXlBpUAYOyyPZiKnNgaghvjQGthHpmiI5uyc4jcLqtut.jpg,18.23347,73.44069
AWYs27w_rTop7MCc8akWHKMZdV7rrV4Jmt5uCWIA4tO2UZrKoMTAt9BPQfyxEkTFCueRcOHxQBL07qK2wuB7UfCosirI5m1tzzD5Uwhk0HVapRZK6PUuraOWmyymm1yS3eE7xCM2KHKR_9DtrwVWjLBYiOKeXKWZLHLMZzOhbySq9k7j6ylC.jpg,18.36703,73.75492
AWYs27wad-El2sRa5P1fADBdqH-9Pw7tNFJHnssibE6wZFr9Puno0M4pWW0dv17VHY5ka9WnCLAhmn-YiXKrvzKPaerW9_Oe1JpcU4i6XjDNADPYfG6gE5vo_EYSy2Tcxo57gU5nKpF1JHmsKVZq8HFUS3UNAnHILMUqze4wcOvVHtC-dVL0.jpg,18.7529,73.40526
AWYs27wdzdjBUtexSjmcnEPXkDgtdYqMvPeKDUKm8bUIj4fAdpcJeYlZhDmEbdmNE0n1SEztucUgMheX39iaB4tueL5R-raGQTSsM8oULnwS0En3NRCX_4HTmmw1LYvvseqKDHoAFaqlRCMPtdc4ffdmo9SCIRQI7dKUF-dWbfM-qxEREI8u.jpg,18.55606,73.79287
AWYs27wejATWTxtqfZddt2G_uLkFy0EsXHVlZisWUwM-fzlZwtUhRsxBDZ7oC8SV8-1GXzXa5aaFKOxb20f9wiBy1_qHygtxfio7f7SbsxQ7itzLnP1UDRNYJJ98qmdyyD-JTK7B9tlzqxP6q-q_xb0L57pQ5HTZpH3k17oXz3MjukgltwQK.jpg,18.52043,73.85674
AWYs27wetzVXSG-qjfB782XYAxhGbO0si6aNqKXX9uYJu_s71rEY0g9kdICZhxvL8C7ONBrzOPcSSlOa33cMkVsdDM9ifLHOg-uUsZ3N1dFKTNwb8AvUgkvLplX9IiP9W9NNB-C5gFLxkKNQ4Sug66Fg2us4_DPILmcAOA02J-vFfXRu3Ozn.jpg,18.74554,73.39801
AWYs27wiPHc6qTEGjuzFetQsQPUdKUVrUBbQVotZQtPFzLEzke7RZvCGHqfveB5YKPfyhSWuxCd57jqY_zm4Va-Q_UshW6dyYTOjn9qkRczu3RtU7qV0lbQN9nL2upsxkFAJCLq-7OQllx4pkEgtBFJA4QQv2zcoecw8sX9Wd_apGgKSh99k.jpg,18.75266,73.41095
AWYs27wiYjCUpZGE2eZ5Z-_el4Mj9EkMp2f6GetPYrTD1yUj2XEGqiDH8un5c5osUYW24kUphaHbqk09y7L2vCzJZkyWsVdq5vtsi3T_XURJ8hxLaYJfyO8C_5kA6lFio3rHA3zFRIKR3F7-loSWddPT_by-YzL_dg_7p-XHiLKB3oOo7ZZG.jpg,18.23479,73.4421
AWYs27wib8lLy6tSSM5hGtPS537VQtrQ6xBrPWhLlcjgKOMIVr7gtzyq0eL8FVuqahXvZapr8wOn6QLXcOMiZRpuhi7tj_-yWjO-DjrJPQocOsYLbQ_kf-756wscTnU7Y_KRc1OwCaqAKCZVzmg5z1pUVHL57Dt3i1WWndAD1Rx7ZbGO35pi.jpg,18.51952,73.85209
AWYs27wisuKr7up7inyTE4hPIk9SlD_4Wrw7iDtZ-f9tUeAJf5Sx1h2sGORd4C_OboFn8YrfZKsZMKFEVjYfsD-qpNXkfAUWXRYwmUeOrABF1PaaGTrKimZ9PNP1hzYNSe7MExUcWJkZyQV3o-KB-FiO9P69egf3Wr5w2piu6t0IVS01K_el.jpg,18.49724,73.8469
AWYs27wj6UONZRimjZusGlky4iIa9ZABewoqF9JFLVwxIMVqzWmKDFFY9uya2Nz7K4KDml26oz30eskopdFQx8tVxYNLuQ-srgbzhizgPuPd4aCG2KtbBs1EeaapGNJ_is0dOzA5XqgzgezTxfiNEElpjnDq3dMTz9AVUC5EaraH61w5B3mp.jpg,18.51643,73.85613
AWYs27wjpIvCKjymbcv2H8NvJB8i8AfNx6Y3dfcO3MUaQPBgvFAmOKs1IhQqJj7hyx1FT02S9oq6IWeJTlha_2rFpn1Q4es-z8Fibokp1waXkdPd_ii9igSmaoT9yLC7QNqIgcf8T4o7HZ6_MSPFCXsrBTzDj30YM6gUmQSQZyEZoUKx1AEP.jpg,18.51643,73.85613
AWYs27wl-kxJIcNfn7MTHjX37p_zKNOmYqGcnPeHEcY6Be_FQtSPt9bYFrEgwIcxHSCLGvSQ1yx_hy__Wi_7uWjcOSlMsQqD3quCd-4EJAm_eKr2wWfcMvgXIiXwpwOlxvWmYo5lYW7uvYz-3RO-XvKVsI9klV2suldy_b-M-fyyPasuvfh-.jpg,18.43861,73.77321
AWYs27wl1RjGPkqp4j73I6AkP-KrkTetvQWCXSmBcj-kjAm02ZLiTkGxjYc3JzykHViKfLUTkA0MY4tLh1jPQWO2lghVOUtrZRt0-THE8C7sWeXjakXTl0Q8Cjj6wQUWtmZ72KpmwIc-x0GLP_xERAD0LwQSUy6rYlkuGgj6_JeUgdIeqR9D.jpg,18.51849,73.85184
AWYs27wmjtZHinFb6ih7vRplGR9m2FwrDdycw4_3Wvfw1ArS3csKZCLDpRnRfW09DPr8RJS1HUlHBAKquTq0IvLJGSGzN-YhoToq7hnTmb68u0i8rPD2re5LL9ljFB6i1BQjFZpC69aAUDkt6tBD-ub5tqIHAwLuOI_TNg7PiWvjAImj1X7i.jpg,18.49128,73.83709
AWYs27wn-nVVj2JDJscD5Wi0yVGHVsRJMa2LK-48Gq2RLE14WSTqAK6CuX50z9FFwxSAYZxlB4Y9H-BtcjG82L--WrqiOWXD8fCxZ1coUI_8zLw5RDYcdB96LIijnvHHiHXZzyASocaxqMbb0-fX0CoTyhkz1klcFlfM5e8hZBcsUEP2l-dx.jpg,18.49317,73.84736
AWYs27wn4uqjK9vDxDU-zNdaws9cvWAYrDt-xx4HNOv-smOvv_7on3gTrVakMZ62S6rxm4iobzmx4XjMVJhVS-wgq7t1FsFVKXLVNGg0UGEefqh1vqrEi1XiAeV5B3oETKiyFB-wc9V9GwB1EoGMXcz7nazf_mGiGaW_0MELN5vIqBa7acEY.jpg,18.76192,73.40066
AWYs27wnyp1J5tuKo8tJ7py-HvNFXrBjwISBl5AGnHFCZkDtN-BWEFSFfHErNAaT3q3hOWEgacvZycHL1Bc8F-JQvQ-q7AKUE8juZFkvpvrxMenSymkXmrqpYabJe7A2EcJh5YcJpkwZASVNhDZbhTXfYLknYrfX0zXtFta54pSfH4dKzxLS.jpg,18.52574,73.82861
AWYs27woC_-nDJqHK_vRgy6qRoqXNibEZ2vvRVa8-G6lZseeuuxa0qomzkIjdDsAy1KyNP0gIz6CrJ9cNBIbE8qJdKuWpyp_AC1vq8TkeK7pO_Qh3dpp-x5exWSIUiDakZYe8DeNSu1O9IzdPGyYqeKVHmQcexyMgK8zC68CpEf4WtYrpgJv.jpg,18.27882,73.62353
AWYs27woyqslOoSKkCP7w3MLp_qzvsU2sOAjPgbYkfHCq684UTe5tgKeKnNF-bUxZr5Io_3ScmrLeevoaIchmM4R0CqXLUkMleoMXneFSi294nsLjYnJTsk5QjgaArktc4HjIzBWdcQHuhwtgvfdLlZEuBJt_icdBeommgvUb3mdUpxNf2Rm.jpg,18.52707,73.8513
AWYs27wpF4aNHV_2fDny1M5hEqQpCCTPAVWiclsRbh9I2pyKcZj_miTS62AEJiXobBwt32lt9MdOBfBesvjdgcMlpoqCBj4BW2M8EScIbw6_M4j6hk_0C2Cy3IyYP88SpdUqqnSdsFbDF_sWmzr3tE5veEs5npKAiIWotyw6dT_kc4W_W0RB.jpg,18.55843,73.79106
AWYs27wpr2QqJAzV7E9DYqtHQiaj-m_hyeBXCP6Of8HxgYvlsz0QNGKXmQkbVem6tGWffViUNzbP-5K25yplOkF-d-96ny65K_fOGBUkly_r4BMAdtvnV_h-vHQ6BZv6e3sT9AizF9PH1ga8BVjLq-uPKaDookGsg-UjwjFcZYfSsyUYv60t.jpg,18.23387,73.44153
AWYs27wqJUBnQDmlb6fmn1_-9OJsDkFECcy5sDvWHO_14cpk82n2aShWz0ws8SN9GIBEjOx9GesfUyLjRvyVAX6KTpHzvbWP13ZVT4ftTubUbY4XpnS_MFJ55W17iDGU2ISXvkJJveW6GnGtlfEV4vTG0g6ASf4PGz_TVwHYj8pqgEHOIqhP.jpg,18.44867,73.87813
AWYs27wqXqmRwvd0s13vQc5MCuu2cJB9X1Msp8ePoC4J7cR-nxw0ZNd9FDr6RthCM1R4NosrlZLCXSZyoIZM0afmvg7xQUtE8nwlmDNfnuV8P8V7moS48BMiHc-mx03Ix8Q75cs5KkRVZrteJOpSW8i-V4-p6kga21ZBHOZIpJ74RU5pz2Zd.jpg,18.23763,73.44454
AWYs27wqfuYbYucQ78cJ8zSRCd366e5aXTAo0wyGn4rpOudDMY1lkTPnTi42fKFgdZu_41q3Npg4Xqv966M1OoQSnUkn8vunP80RCJ7wN50NI1gQR7ttk-bbKtXxM6Z80m-OkJFcJ3yeWzUR-HUThA1r1xK0VpkljCqYNZMsc7dkiTfX00j7.jpg,18.27564,73.61535
AWYs27wqhOpRR8fGsj9QrG1h8NeYXaKfnIjwO_FSOUX4j9zkR22YnaILpeTvSYMAo4CtywJVFFtaEYaIc4rXgrq7SIerdI5Y_00sO7MkeptPkssO70kCAB10cGAB5K4ei8-2Hu_DGTo6Y3deUHlONMwg_mBT0wYu8P4P74fz-_uZ-ohDopeL.jpg,18.75213,73.40533
AWYs27wqtsGKACZNtVhqxBxMW35JYHYb_HzZJ_cVpqBmojwgaHBLs-oUW_UaMBjUaRuAwyiuX298BQPmHOcUhJJSoP21_6sCU6Y2wm232XijD5wzEboy2aZU0JyF6HP1O5duouLCAaRiYa0M0Knwn20PWiS2hgsOcRqlW5ozG3G53OIdvxc2.jpg,18.52588,73.83043
AWYs27wtFLGUyBMWu9MPdhtepMj-y1U0Gb4p1xFNuoGIDIlreSeZZfw22aBL2E4rZWXBlHdvKkmISqYrRgcDA-ezgm-s0PUP1z_1AwQ1OIQbwsCAA1g0UFXu6QhNxe9Zwi7ptP6_Yoyw0QTzdLZWahnmYSGAq5auPpCjEW-MHYVxZT3-TuI1.jpg,18.52357,73.81478
AWYs27wv_uxqYwcW-j2NSagzPp9Odfkh2Q2tsR75b0NVRCuQhSae0GZGNOThX4R9KB33pO-TInVwt7o6GsrGKpMnSgyFr4Lt_V3j-7zBSxyO3YXKosqIl2Wpw1Mpxs14zvLhkZmF1B0aXnejNnRZ25RQKnt8X5n0hT9RO80qcfM1W3fotk2a.jpg,18.52043,73.85674
AWYs27wwwxVtMNQ7dyXYNOe70TG5_-YschkrTjHsa-JCn1ewU585m9OV3e6WqIsZNcwsBHWLO19aabR2ebFwV_kc9TwZUwo__w_5MaeRNkh0kGeYDYgELkJ7OXCN_Dub5UXBeEgXy2ZFTWeGX2ggZwfK9_X2ZDZULaES8tFUKHD5g42h0WNg.jpg,18.49279,73.84453
AWYs27wxfxn176S82L8gpN-1iGZJI6ddFagDZ-gMl0Bbx1K3C9JnDDV-Qxo_mFjqyrG7qRcYNxWQs2eDUf08bTl3lLNWQCMTjqm9pnFIM1IV-3IzplKj9jf2UhFiwv45Ys9hOkoldHz8muqG3qLBdwzrU2UZN8vjpjZQ9RhaLntqgNL3IV6m.jpg,18.27896,73.62354
AWYs27wycVUmDU944kO_OVP6f7UB97OSSFo2hw5jGUG2xR2UrmRUy52jfDVCLdQ6zS8Ai_ZWtnabQXruNWzlhuv9TKts-yABp0LfPfVsRkBqQrwMbYA7upM5xSpQgKN4fxHWxBKOV9LpgXwV6g8bZoE-xxRaU-HjJdeb69NOVQjQtx7QUssl.jpg,18.45144,73.8796
AWYs27wz-OCDc8H431geT_65j7bqG6LAIwNvuM3Fm68TXky4YydaSEUEQDHFNUz5A4QKWPZ1tGPYxa0Tu3XuCMHHTizbMNO7Ffy5nARMI8IPfCDIK_O1TxXSlUzkfvSZe3-M_gFq2Ods0wNT6X1rI-XlytxipEdg1gLb51fvyh0KfnPdv8Ym.jpg,18.75572,73.40908
AWYs27wz4qDHajX_QuVIkZUJ_octnM6nOzmLdvjxxn0Bnj3bQnDmhKbwJ39i2RoZTsVHW5pAnTLmboc5jgtNgyHWkVy1T634Z1of9WcB9cP1TTF2aVPa8dqUlkmbdcji-oLyte_NNgImAh0jC079wFz8BDBcfoIkx59MLoiRQ8C80vzjisqk.jpg,18.43526,73.77122
AWYs27wz7LUm260UVpDA77486m5puOiLcS_cESdkLY-szl0SkCvjULTqNJhM1PG7RogmRt0_0VnFziuYC7bd4-1MN5GbG2fHD86t2zO0fXgON28sh9m5oZbvS2mSTRbkhOaDur_GtzQzZsX5c5NFhnsn_DT8y0uWWxwDofnj1sB8_8R73xI4.jpg,18.45147,73.87956
AWYs27x-wn7wbncY0NdVOWRlkCZ9V7hx8Qaa6sUgzLYMOvI4Cgq18Q_AGyesHsDUBaq1PI25Bzvu8TAU-AbNVJEwfBQi2LA-LNe8yz4Gmum6-ycEroZSavt80BAeV5cua1Vp6b0G1JaAUw6Z3mfg-uHJwL0dlduP959c08-MS6w438kkoWYD.jpg,18.49757,73.84717
AWYs27x0UBAaIQWI12aYbetK4AWXWEg7KCWRQ7OKei2HGVBC5cSaG5DzLK6oCeCQ3QuFBIRo035La5208Mc6_J_sSi9hpeSRW4OScqVgq3B8g701DM5aec7PoQ20_YE9i_ooSXtSvZCmVhFu4K0EVD4RbE80i1rJb2nmroJFj5cT3Yqci_Gq.jpg,18.44965,73.76334
AWYs27x1bgNb2ScCgNzOzRia-RInmd-d7p8lbmhT0LYs_KdCg2d3-nCo6EQ8Xhm1M_aV71cppOGOUDL8UGFFLgPqurTrRVI02-6GCgq8eoekWeFqa9sDgriIhbU7ts8eGgD71tKssT0Ccdd7_nwIprk65HH_X4EoM8C3PI47s8NRfbGp_OZi.jpg,18.4387,73.77307
