Image,Latitude,Longitude
Lal_Mahal_353.jpg,18.51875,73.85665
Lal_Mahal_354.jpg,18.51875,73.85671
Lal_Mahal_355.jpg,18.51875,73.85675
Lal_Mahal_356.jpg,18.51876,73.85665
Lal_Mahal_357.jpg,18.51874,73.85663
Lal_Mahal_358.jpg,18.51876,73.85678
Lal_Mahal_359.jpg,18.51874,73.85666
Lal_Mahal_36.jpg,18.51874,73.85662
Lal_Mahal_360.jpg,18.51876,73.85654
Lal_Mahal_361.jpg,18.51875,73.85672
Lal_Mahal_362.jpg,18.51876,73.85665
Lal_Mahal_363.jpg,18.51876,73.85674
Lal_Mahal_364.jpg,18.51876,73.85655
Lal_Mahal_365.jpg,18.51875,73.85658
Lal_Mahal_366.jpg,18.51876,73.85676
Lal_Mahal_367.jpg,18.51874,73.85652
Lal_Mahal_368.jpg,18.51874,73.85677
Lal_Mahal_369.jpg,18.51875,73.85671
Lal_Mahal_37.jpg,18.51875,73.85666
Lal_Mahal_370.jpg,18.51875,73.85651
Lal_Mahal_371.jpg,18.51875,73.85658
Lal_Mahal_372.jpg,18.51875,73.85674
Lal_Mahal_373.jpg,18.51875,73.85662
Lal_Mahal_374.jpg,18.51875,73.85653
Lal_Mahal_375.jpg,18.51874,73.85671
Lal_Mahal_376.jpg,18.51875,73.85666
Lal_Mahal_377.jpg,18.51874,73.85653
Lal_Mahal_378.jpg,18.51876,73.85652
Lal_Mahal_379.jpg,18.51874,73.85677
Lal_Mahal_38.jpg,18.51874,73.85661
Lal_Mahal_380.jpg,18.51875,73.85677
Lal_Mahal_381.jpg,18.51874,73.8567
Lal_Mahal_382.jpg,18.51874,73.85663
Lal_Mahal_383.jpg,18.51875,73.8567
Lal_Mahal_384.jpg,18.51874,73.85653
Lal_Mahal_385.jpg,18.51875,73.85654
Lal_Mahal_386.jpg,18.51874,73.85677
Lal_Mahal_387.jpg,18.51874,73.85667
Lal_Mahal_388.jpg,18.51876,73.85652
Lal_Mahal_389.jpg,18.51875,73.85677
Lal_Mahal_39.jpg,18.51874,73.85673
Lal_Mahal_390.jpg,18.51874,73.85666
Lal_Mahal_391.jpg,18.51875,73.85669
Lal_Mahal_392.jpg,18.51875,73.85676
Lal_Mahal_393.jpg,18.51875,73.85662
Lal_Mahal_394.jpg,18.51876,73.85653
Lal_Mahal_395.jpg,18.51874,73.85663
Lal_Mahal_396.jpg,18.51876,73.85663
Lal_Mahal_397.jpg,18.51876,73.85678
Lal_Mahal_398.jpg,18.51875,73.85663
Lal_Mahal_399.jpg,18.51875,73.85662
Lal_Mahal_4.jpg,18.51875,73.85655
Lal_Mahal_40.jpg,18.51874,73.85664
Lal_Mahal_400.jpg,18.51876,73.85669
Lal_Mahal_401.jpg,18.51876,73.85664
Lal_Mahal_402.jpg,18.51875,73.85657
Lal_Mahal_403.jpg,18.51874,73.85654
Lal_Mahal_404.jpg,18.51874,73.85651
Lal_Mahal_405.jpg,18.51874,73.85672
Lal_Mahal_406.jpg,18.51874,73.85657
Lal_Mahal_407.jpg,18.51875,73.85667
Lal_Mahal_408.jpg,18.51875,73.85669
Lal_Mahal_409.jpg,18.51876,73.85654
Lal_Mahal_41.jpg,18.51875,73.8566
Lal_Mahal_410.jpg,18.51876,73.85672
Lal_Mahal_411.jpg,18.51875,73.85657
Lal_Mahal_412.jpg,18.51875,73.85677
Lal_Mahal_413.jpg,18.51875,73.85674
Lal_Mahal_414.jpg,18.51876,73.85661
Lal_Mahal_415.jpg,18.51875,73.85676
Lal_Mahal_416.jpg,18.51874,73.85652
Lal_Mahal_417.jpg,18.51875,73.85672
Lal_Mahal_418.jpg,18.51875,73.85672
Lal_Mahal_419.jpg,18.51875,73.85666
Lal_Mahal_42.jpg,18.51874,73.8567
Lal_Mahal_420.jpg,18.51874,73.8567
Lal_Mahal_421.jpg,18.51875,73.85651
Lal_Mahal_422.jpg,18.51874,73.85677
Lal_Mahal_423.jpg,18.51875,73.85676
Lal_Mahal_424.jpg,18.51876,73.85652
Lal_Mahal_425.jpg,18.51876,73.85663
Lal_Mahal_426.jpg,18.51874,73.85669
Lal_Mahal_427.jpg,18.51874,73.85677
Lal_Mahal_428.jpg,18.51874,73.85664
Lal_Mahal_429.jpg,18.51874,73.85654
Lal_Mahal_43.jpg,18.51875,73.8566
Lal_Mahal_430.jpg,18.51874,73.85653
Lal_Mahal_431.jpg,18.51876,73.85677
Lal_Mahal_432.jpg,18.51875,73.85663
Lal_Mahal_433.jpg,18.51876,73.8565
Lal_Mahal_434.jpg,18.51874,73.85667
Lal_Mahal_435.jpg,18.51876,73.85659
Lal_Mahal_436.jpg,18.51874,73.85652
Lal_Mahal_437.jpg,18.51874,73.85674
Lal_Mahal_438.jpg,18.51875,73.85661
Lal_Mahal_439.jpg,18.51874,73.85655
Lal_Mahal_44.jpg,18.51874,73.85662
Lal_Mahal_440.jpg,18.51875,73.8565
Lal_Mahal_441.jpg,18.51874,73.8565
Lal_Mahal_442.jpg,18.51875,73.85671
Lal_Mahal_443.jpg,18.51876,73.85672
Lal_Mahal_444.jpg,18.51876,73.85655
Lal_Mahal_445.jpg,18.51876,73.8566
Lal_Mahal_446.jpg,18.51875,73.85654
Lal_Mahal_447.jpg,18.51875,73.85653
Lal_Mahal_448.jpg,18.51875,73.8567
Lal_Mahal_449.jpg,18.51874,73.85677
Lal_Mahal_45.jpg,18.51876,73.85656
Lal_Mahal_450.jpg,18.51876,73.85665
Lal_Mahal_451.jpg,18.51875,73.8566
Lal_Mahal_452.jpg,18.51876,73.85651
Lal_Mahal_453.jpg,18.51876,73.85659
Lal_Mahal_454.jpg,18.51874,73.85654
Lal_Mahal_455.jpg,18.51876,73.85658
Lal_Mahal_456.jpg,18.51874,73.85653
Lal_Mahal_457.jpg,18.51876,73.85657
Lal_Mahal_458.jpg,18.51874,73.85661
Lal_Mahal_459.jpg,18.51875,73.85673
Lal_Mahal_46.jpg,18.51876,73.85663
Lal_Mahal_460.jpg,18.51875,73.85676
Lal_Mahal_461.jpg,18.51875,73.85659
Lal_Mahal_462.jpg,18.51876,73.85666
Lal_Mahal_463.jpg,18.51874,73.8565
Lal_Mahal_464.jpg,18.51874,73.85672
Lal_Mahal_465.jpg,18.51874,73.85656
Lal_Mahal_466.jpg,18.51875,73.8565
Lal_Mahal_467.jpg,18.51875,73.85669
Lal_Mahal_468.jpg,18.51876,73.85666
Lal_Mahal_469.jpg,18.51874,73.8566
Lal_Mahal_47.jpg,18.51876,73.85668
Lal_Mahal_470.jpg,18.51876,73.85653
Lal_Mahal_471.jpg,18.51875,73.85668
Lal_Mahal_472.jpg,18.51874,73.8567
Lal_Mahal_473.jpg,18.51875,73.8566
Lal_Mahal_474.jpg,18.51875,73.8566
Lal_Mahal_475.jpg,18.51875,73.85672
Lal_Mahal_476.jpg,18.51874,73.85659
Lal_Mahal_477.jpg,18.51876,73.85678
Lal_Mahal_478.jpg,18.51876,73.85672
Lal_Mahal_479.jpg,18.51875,73.8566
Lal_Mahal_48.jpg,18.51875,73.85674
Lal_Mahal_480.jpg,18.51875,73.85672
Lal_Mahal_481.jpg,18.51876,73.85652
Lal_Mahal_482.jpg,18.51876,73.85666
Lal_Mahal_483.jpg,18.51874,73.8565
Lal_Mahal_484.jpg,18.51875,73.85676
Lal_Mahal_485.jpg,18.51874,73.85673
Lal_Mahal_486.jpg,18.51874,73.85656
Lal_Mahal_487.jpg,18.51875,73.85666
Lal_Mahal_488.jpg,18.51875,73.85651
Lal_Mahal_489.jpg,18.51874,73.85672
Lal_Mahal_49.jpg,18.51875,73.85655
Lal_Mahal_490.jpg,18.51875,73.85655
Lal_Mahal_491.jpg,18.51875,73.85655
Lal_Mahal_492.jpg,18.51874,73.85662
Lal_Mahal_493.jpg,18.51875,73.85662
Lal_Mahal_494.jpg,18.51875,73.85652
Lal_Mahal_495.jpg,18.51875,73.85672
Lal_Mahal_496.jpg,18.51876,73.85654
Lal_Mahal_497.jpg,18.51874,73.85659
Lal_Mahal_498.jpg,18.51874,73.85672
Lal_Mahal_499.jpg,18.51875,73.8567
Lal_Mahal_5.jpg,18.51874,73.85655
Lal_Mahal_50.jpg,18.51876,73.85652
Lal_Mahal_500.jpg,18.51875,73.85667
Lal_Mahal_501.jpg,18.51874,73.85657
Lal_Mahal_502.jpg,18.51874,73.85651
Lal_Mahal_503.jpg,18.51875,73.85676
Lal_Mahal_504.jpg,18.51874,73.85672
Lal_Mahal_505.jpg,18.51875,73.85662
Lal_Mahal_506.jpg,18.51876,73.85677
Lal_Mahal_507.jpg,18.51875,73.85663
Lal_Mahal_508.jpg,18.51874,73.85669
Lal_Mahal_509.jpg,18.51876,73.85652
Lal_Mahal_51.jpg,18.51874,73.85671
Lal_Mahal_510.jpg,18.51876,73.85658
Lal_Mahal_511.jpg,18.51874,73.85656
Lal_Mahal_512.jpg,18.51876,73.85671
Lal_Mahal_513.jpg,18.51875,73.85673
Lal_Mahal_514.jpg,18.51874,73.85676
Lal_Mahal_515.jpg,18.51875,73.85664
Lal_Mahal_516.jpg,18.51875,73.85677
Lal_Mahal_517.jpg,18.51876,73.85673
Lal_Mahal_518.jpg,18.51876,73.85661
Lal_Mahal_519.jpg,18.51875,73.85666
Lal_Mahal_52.jpg,18.51875,73.85651
Lal_Mahal_520.jpg,18.51876,73.8565
Lal_Mahal_521.jpg,18.51876,73.85656
Lal_Mahal_522.jpg,18.51875,73.85668
Lal_Mahal_523.jpg,18.51874,73.85667
Lal_Mahal_524.jpg,18.51875,73.85673
Lal_Mahal_525.jpg,18.51875,73.85675
Lal_Mahal_526.jpg,18.51876,73.85662
Lal_Mahal_527.jpg,18.51874,73.85676
Lal_Mahal_528.jpg,18.51874,73.85674
Lal_Mahal_529.jpg,18.51875,73.85661
Lal_Mahal_53.jpg,18.51876,73.85656
Lal_Mahal_530.jpg,18.51874,73.85674
Lal_Mahal_531.jpg,18.51876,73.85671
Lal_Mahal_532.jpg,18.51874,73.85662
Lal_Mahal_533.jpg,18.51876,73.85663
Lal_Mahal_534.jpg,18.51875,73.85675
Lal_Mahal_535.jpg,18.51876,73.85651
Lal_Mahal_536.jpg,18.51875,73.85677
Lal_Mahal_537.jpg,18.51875,73.85666
Lal_Mahal_538.jpg,18.51875,73.85658
Lal_Mahal_539.jpg,18.51875,73.85657
Lal_Mahal_54.jpg,18.51875,73.85653
Lal_Mahal_540.jpg,18.51875,73.85665
Lal_Mahal_541.jpg,18.51874,73.85652
Lal_Mahal_542.jpg,18.51876,73.85662
Lal_Mahal_543.jpg,18.51875,73.85665
Lal_Mahal_544.jpg,18.51876,73.85678
Lal_Mahal_545.jpg,18.51876,73.85653
Lal_Mahal_546.jpg,18.51876,73.85658
Lal_Mahal_547.jpg,18.51876,73.85655
Lal_Mahal_548.jpg,18.51874,73.85672
Lal_Mahal_549.jpg,18.51874,73.85661
Lal_Mahal_55.jpg,18.51874,73.85675
Lal_Mahal_550.jpg,18.51874,73.85651
Lal_Mahal_551.jpg,18.51874,73.85654
Lal_Mahal_552.jpg,18.51876,73.85663
Lal_Mahal_553.jpg,18.51875,73.85675
Lal_Mahal_554.jpg,18.51875,73.85657
Lal_Mahal_555.jpg,18.51875,73.85666
Lal_Mahal_556.jpg,18.51876,73.85661
Lal_Mahal_557.jpg,18.51875,73.85673
Lal_Mahal_558.jpg,18.51876,73.85662
Lal_Mahal_559.jpg,18.51874,73.85666
Lal_Mahal_56.jpg,18.51876,73.85671
Lal_Mahal_560.jpg,18.51874,73.85666
Lal_Mahal_561.jpg,18.51874,73.85657
Lal_Mahal_562.jpg,18.51874,73.85657
Lal_Mahal_563.jpg,18.51875,73.85654
Lal_Mahal_564.jpg,18.51876,73.85659
Lal_Mahal_565.jpg,18.51874,73.85652
Lal_Mahal_566.jpg,18.51876,73.85672
Lal_Mahal_567.jpg,18.51874,73.85654
Lal_Mahal_568.jpg,18.51874,73.85666
Lal_Mahal_569.jpg,18.51875,73.85662
Lal_Mahal_57.jpg,18.51874,73.85657
Lal_Mahal_570.jpg,18.51875,73.85654
Lal_Mahal_571.jpg,18.51875,73.85673
Lal_Mahal_572.jpg,18.51876,73.85675
Lal_Mahal_573.jpg,18.51874,73.8566
Lal_Mahal_574.jpg,18.51876,73.85652
Lal_Mahal_575.jpg,18.51874,73.8566
Lal_Mahal_576.jpg,18.51875,73.85671
Lal_Mahal_577.jpg,18.51876,73.85673
Lal_Mahal_578.jpg,18.51874,73.85673
Lal_Mahal_579.jpg,18.51876,73.85673
Lal_Mahal_58.jpg,18.51874,73.85677
Lal_Mahal_580.jpg,18.51875,73.85651
Lal_Mahal_581.jpg,18.51874,73.85651
Lal_Mahal_582.jpg,18.51874,73.85658
Lal_Mahal_583.jpg,18.51875,73.85664
Lal_Mahal_584.jpg,18.51874,73.85667
Lal_Mahal_585.jpg,18.51874,73.85657
Lal_Mahal_586.jpg,18.51876,73.85678
Lal_Mahal_587.jpg,18.51874,73.8565
Lal_Mahal_588.jpg,18.51874,73.85652
Lal_Mahal_589.jpg,18.51874,73.85664
Lal_Mahal_59.jpg,18.51875,73.85666
Lal_Mahal_590.jpg,18.51876,73.85661
Lal_Mahal_591.jpg,18.51875,73.85673
Lal_Mahal_592.jpg,18.51876,73.85671
Lal_Mahal_593.jpg,18.51875,73.85676
Lal_Mahal_594.jpg,18.51875,73.85663
Lal_Mahal_595.jpg,18.51875,73.85657
Lal_Mahal_596.jpg,18.51875,73.85661
Lal_Mahal_597.jpg,18.51876,73.85665
Lal_Mahal_598.jpg,18.51875,73.85658
Lal_Mahal_599.jpg,18.51874,73.85677
Lal_Mahal_6.jpg,18.51875,73.85671
Lal_Mahal_60.jpg,18.51875,73.85669
Lal_Mahal_600.jpg,18.51874,73.8567
Lal_Mahal_601.jpg,18.51874,73.85672
Lal_Mahal_602.jpg,18.51875,73.85668
Lal_Mahal_603.jpg,18.51874,73.85671
Lal_Mahal_604.jpg,18.51874,73.85657
Lal_Mahal_605.jpg,18.51874,73.85671
Lal_Mahal_606.jpg,18.51875,73.85671
Lal_Mahal_607.jpg,18.51876,73.85653
Lal_Mahal_608.jpg,18.51876,73.85654
Lal_Mahal_609.jpg,18.51874,73.85676
Lal_Mahal_61.jpg,18.51876,73.85671
Lal_Mahal_610.jpg,18.51874,73.85651
Lal_Mahal_611.jpg,18.51874,73.85656
Lal_Mahal_612.jpg,18.51876,73.85651
Lal_Mahal_613.jpg,18.51876,73.85671
Lal_Mahal_614.jpg,18.51875,73.85672
Lal_Mahal_615.jpg,18.51874,73.85656
Lal_Mahal_616.jpg,18.51874,73.85665
Lal_Mahal_617.jpg,18.51874,73.85677
Lal_Mahal_618.jpg,18.51876,73.85677
Lal_Mahal_619.jpg,18.51874,73.85676
Lal_Mahal_62.jpg,18.51875,73.85654
Lal_Mahal_620.jpg,18.51876,73.85652
Lal_Mahal_621.jpg,18.51874,73.85659
Lal_Mahal_622.jpg,18.51876,73.85661
Lal_Mahal_623.jpg,18.51875,73.85661
Lal_Mahal_624.jpg,18.51875,73.85652
Lal_Mahal_625.jpg,18.51875,73.8566
Lal_Mahal_626.jpg,18.51874,73.85655
Lal_Mahal_627.jpg,18.51875,73.85669
Lal_Mahal_628.jpg,18.51874,73.85671
Lal_Mahal_629.jpg,18.51876,73.85657
Lal_Mahal_63.jpg,18.51875,73.85653
Lal_Mahal_630.jpg,18.51874,73.85658
Lal_Mahal_631.jpg,18.51874,73.85671
Lal_Mahal_632.jpg,18.51875,73.85673
Lal_Mahal_633.jpg,18.51876,73.85653
Lal_Mahal_634.jpg,18.51876,73.85669
Lal_Mahal_635.jpg,18.51876,73.85677
Lal_Mahal_636.jpg,18.51875,73.85653
Lal_Mahal_637.jpg,18.51876,73.85653
Lal_Mahal_638.jpg,18.51876,73.85674
Lal_Mahal_639.jpg,18.51874,73.85658
Lal_Mahal_64.jpg,18.51874,73.85672
Lal_Mahal_640.jpg,18.51876,73.85676
Lal_Mahal_641.jpg,18.51876,73.85662
Lal_Mahal_642.jpg,18.51874,73.85664
Lal_Mahal_643.jpg,18.51876,73.85666
Lal_Mahal_644.jpg,18.51874,73.8565
Lal_Mahal_645.jpg,18.51876,73.85661
Lal_Mahal_646.jpg,18.51874,73.85664
Lal_Mahal_647.jpg,18.51875,73.85668
Lal_Mahal_648.jpg,18.51875,73.85675
Lal_Mahal_649.jpg,18.51875,73.85668
Lal_Mahal_65.jpg,18.51874,73.85657
Lal_Mahal_650.jpg,18.51875,73.85653
Lal_Mahal_651.jpg,18.51875,73.85666
Lal_Mahal_652.jpg,18.51874,73.85677
Lal_Mahal_653.jpg,18.51875,73.85669
Lal_Mahal_654.jpg,18.51876,73.85671
Lal_Mahal_655.jpg,18.51874,73.85655
Lal_Mahal_656.jpg,18.51875,73.85652
Lal_Mahal_657.jpg,18.51875,73.85657
Lal_Mahal_658.jpg,18.51876,73.85651
Lal_Mahal_659.jpg,18.51874,73.8567
Lal_Mahal_66.jpg,18.51875,73.85655
Lal_Mahal_660.jpg,18.51874,73.85661
Lal_Mahal_661.jpg,18.51876,73.85673
Lal_Mahal_662.jpg,18.51876,73.85665
Lal_Mahal_663.jpg,18.51876,73.85653
Lal_Mahal_664.jpg,18.51875,73.85674
Lal_Mahal_665.jpg,18.51876,73.85673
Lal_Mahal_666.jpg,18.51876,73.85675
Lal_Mahal_667.jpg,18.51875,73.85662
Lal_Mahal_668.jpg,18.51876,73.85672
Lal_Mahal_669.jpg,18.51875,73.85677
Lal_Mahal_67.jpg,18.51876,73.85658
Lal_Mahal_670.jpg,18.51875,73.85659
Lal_Mahal_671.jpg,18.51876,73.85655
Lal_Mahal_672.jpg,18.51874,73.85653
Lal_Mahal_673.jpg,18.51875,73.8566
Lal_Mahal_674.jpg,18.51874,73.85674
Lal_Mahal_675.jpg,18.51876,73.85671
Lal_Mahal_676.jpg,18.51875,73.8566
Lal_Mahal_677.jpg,18.51874,73.85651
Lal_Mahal_678.jpg,18.51876,73.85675
Lal_Mahal_679.jpg,18.51874,73.85675
Lal_Mahal_68.jpg,18.51876,73.85656
Lal_Mahal_680.jpg,18.51875,73.85676
Lal_Mahal_681.jpg,18.51876,73.8566
Lal_Mahal_682.jpg,18.51876,73.8566
Lal_Mahal_683.jpg,18.51875,73.85664
Lal_Mahal_684.jpg,18.51874,73.85659
Lal_Mahal_685.jpg,18.51874,73.85665
Lal_Mahal_686.jpg,18.51876,73.85661
Lal_Mahal_687.jpg,18.51875,73.85651
Lal_Mahal_688.jpg,18.51874,73.85667
Lal_Mahal_689.jpg,18.51874,73.85653
Lal_Mahal_69.jpg,18.51874,73.85671
Lal_Mahal_690.jpg,18.51875,73.85666
Lal_Mahal_691.jpg,18.51876,73.8566
Lal_Mahal_692.jpg,18.51876,73.85664
Lal_Mahal_693.jpg,18.51875,73.85653
Lal_Mahal_694.jpg,18.51876,73.8567
Lal_Mahal_695.jpg,18.51876,73.85661
Lal_Mahal_696.jpg,18.51876,73.85655
Lal_Mahal_697.jpg,18.51876,73.85674
Lal_Mahal_698.jpg,18.51874,73.85676
Lal_Mahal_699.jpg,18.51874,73.85675
Lal_Mahal_7.jpg,18.51874,73.85675
Lal_Mahal_70.jpg,18.51874,73.85666
Lal_Mahal_700.jpg,18.51875,73.85656
Lal_Mahal_701.jpg,18.51875,73.85656
Lal_Mahal_702.jpg,18.51874,73.85676
Lal_Mahal_703.jpg,18.51875,73.85661
Lal_Mahal_704.jpg,18.51875,73.85659
Lal_Mahal_705.jpg,18.51874,73.85652
Lal_Mahal_706.jpg,18.51875,73.85653
Lal_Mahal_707.jpg,18.51875,73.8565
Lal_Mahal_708.jpg,18.51875,73.8566
Lal_Mahal_709.jpg,18.51874,73.85658
Lal_Mahal_71.jpg,18.51874,73.85657
Lal_Mahal_710.jpg,18.51876,73.85675
Lal_Mahal_711.jpg,18.51874,73.85677
Lal_Mahal_712.jpg,18.51875,73.8565
Lal_Mahal_713.jpg,18.51876,73.85677
Lal_Mahal_714.jpg,18.51875,73.85655
Lal_Mahal_715.jpg,18.51874,73.85663
Lal_Mahal_716.jpg,18.51874,73.85676
Lal_Mahal_717.jpg,18.51875,73.85654
Lal_Mahal_718.jpg,18.51875,73.85673
Lal_Mahal_719.jpg,18.51876,73.85656
Lal_Mahal_72.jpg,18.51874,73.85662
Lal_Mahal_720.jpg,18.51874,73.85654
Lal_Mahal_721.jpg,18.51875,73.85652
Lal_Mahal_722.jpg,18.51876,73.8567
Lal_Mahal_723.jpg,18.51875,73.85675
Lal_Mahal_724.jpg,18.51874,73.8567
Lal_Mahal_725.jpg,18.51876,73.85674
Lal_Mahal_726.jpg,18.51875,73.85662
Lal_Mahal_727.jpg,18.51874,73.85662
Lal_Mahal_728.jpg,18.51875,73.85671
Lal_Mahal_729.jpg,18.51875,73.8567
Lal_Mahal_73.jpg,18.51876,73.85664
Lal_Mahal_730.jpg,18.51875,73.85652
Lal_Mahal_731.jpg,18.51874,73.85673
Lal_Mahal_732.jpg,18.51875,73.85664
Lal_Mahal_733.jpg,18.51875,73.85678
Lal_Mahal_734.jpg,18.51875,73.85667
Lal_Mahal_735.jpg,18.51874,73.8565
Lal_Mahal_736.jpg,18.51876,73.85671
Lal_Mahal_737.jpg,18.51876,73.85674
Lal_Mahal_738.jpg,18.51875,73.85663
Lal_Mahal_739.jpg,18.51874,73.85657
Lal_Mahal_74.jpg,18.51874,73.85663
Lal_Mahal_740.jpg,18.51874,73.85651
Lal_Mahal_741.jpg,18.51876,73.85659
Lal_Mahal_742.jpg,18.51874,73.85666
Lal_Mahal_743.jpg,18.51874,73.85676
Lal_Mahal_744.jpg,18.51874,73.85657
Lal_Mahal_745.jpg,18.51875,73.85674
Lal_Mahal_746.jpg,18.51874,73.8565
Lal_Mahal_747.jpg,18.51875,73.8566
Lal_Mahal_748.jpg,18.51876,73.85661
Lal_Mahal_749.jpg,18.51876,73.85675
Lal_Mahal_75.jpg,18.51876,73.85654
Lal_Mahal_750.jpg,18.51874,73.85664
Lal_Mahal_751.jpg,18.51876,73.85661
Lal_Mahal_752.jpg,18.51876,73.85674
Lal_Mahal_753.jpg,18.51875,73.85654
Lal_Mahal_754.jpg,18.51874,73.85666
Lal_Mahal_755.jpg,18.51875,73.85667
Lal_Mahal_756.jpg,18.51875,73.85651
Lal_Mahal_757.jpg,18.51874,73.8565
Lal_Mahal_758.jpg,18.51876,73.85655
Lal_Mahal_759.jpg,18.51874,73.85658
Lal_Mahal_76.jpg,18.51875,73.85657
Lal_Mahal_760.jpg,18.51876,73.85677
Lal_Mahal_761.jpg,18.51874,73.85669
Lal_Mahal_762.jpg,18.51876,73.85672
Lal_Mahal_763.jpg,18.51876,73.85652
Lal_Mahal_764.jpg,18.51876,73.85661
Lal_Mahal_765.jpg,18.51876,73.85676
Lal_Mahal_766.jpg,18.51874,73.85654
Lal_Mahal_767.jpg,18.51874,73.85672
Lal_Mahal_768.jpg,18.51874,73.85669
Lal_Mahal_769.jpg,18.51875,73.85656
Lal_Mahal_77.jpg,18.51876,73.85674
Lal_Mahal_770.jpg,18.51874,73.8566
Lal_Mahal_771.jpg,18.51874,73.85664
Lal_Mahal_772.jpg,18.51875,73.85653
Lal_Mahal_773.jpg,18.51874,73.85662
Lal_Mahal_774.jpg,18.51874,73.85676
Lal_Mahal_775.jpg,18.51874,73.85676
Lal_Mahal_776.jpg,18.51876,73.85669
Lal_Mahal_777.jpg,18.51876,73.85661
Lal_Mahal_778.jpg,18.51875,73.85673
Lal_Mahal_779.jpg,18.51875,73.85677
Lal_Mahal_78.jpg,18.51874,73.85677
Lal_Mahal_780.jpg,18.51874,73.8567
Lal_Mahal_781.jpg,18.51876,73.85677
Lal_Mahal_782.jpg,18.51874,73.8567
Lal_Mahal_783.jpg,18.51875,73.85678
Lal_Mahal_784.jpg,18.51875,73.85672
Lal_Mahal_785.jpg,18.51876,73.85674
Lal_Mahal_786.jpg,18.51874,73.85661
Lal_Mahal_787.jpg,18.51875,73.85674
Lal_Mahal_788.jpg,18.51874,73.85669
Lal_Mahal_789.jpg,18.51876,73.85673
Lal_Mahal_79.jpg,18.51875,73.85675
Lal_Mahal_790.jpg,18.51874,73.85659
Lal_Mahal_791.jpg,18.51876,73.85666
Lal_Mahal_792.jpg,18.51875,73.85671
Lal_Mahal_793.jpg,18.51875,73.85663
Lal_Mahal_794.jpg,18.51875,73.85653
Lal_Mahal_795.jpg,18.51874,73.85661
Lal_Mahal_796.jpg,18.51874,73.85664
Lal_Mahal_797.jpg,18.51874,73.85672
Lal_Mahal_798.jpg,18.51876,73.8566
Lal_Mahal_799.jpg,18.51875,73.85664
Lal_Mahal_8.jpg,18.51875,73.85653
Lal_Mahal_80.jpg,18.51875,73.85668
Lal_Mahal_800.jpg,18.51876,73.85667
Lal_Mahal_801.jpg,18.51875,73.85663
Lal_Mahal_802.jpg,18.51875,73.85663
Lal_Mahal_803.jpg,18.51876,73.85665
Lal_Mahal_804.jpg,18.51875,73.85657
Lal_Mahal_805.jpg,18.51875,73.85656
Lal_Mahal_806.jpg,18.51874,73.85669
Lal_Mahal_807.jpg,18.51874,73.8565
Lal_Mahal_808.jpg,18.51875,73.85676
Lal_Mahal_809.jpg,18.51874,73.85675
Lal_Mahal_81.jpg,18.51875,73.85668
Lal_Mahal_810.jpg,18.51876,73.85664
Lal_Mahal_811.jpg,18.51875,73.85672
Lal_Mahal_812.jpg,18.51875,73.85666
Lal_Mahal_813.jpg,18.51875,73.85666
Lal_Mahal_814.jpg,18.51875,73.85667
Lal_Mahal_815.jpg,18.51876,73.85654
Lal_Mahal_816.jpg,18.51874,73.85673
Lal_Mahal_817.jpg,18.51874,73.85656
Lal_Mahal_818.jpg,18.51875,73.85659
Lal_Mahal_819.jpg,18.51876,73.85655
Lal_Mahal_82.jpg,18.51875,73.85669
Lal_Mahal_820.jpg,18.51876,73.85678
Lal_Mahal_821.jpg,18.51876,73.85662
Lal_Mahal_822.jpg,18.51876,73.85662
Lal_Mahal_823.jpg,18.51874,73.85656
Lal_Mahal_824.jpg,18.51875,73.8567
Lal_Mahal_825.jpg,18.51875,73.85655
Lal_Mahal_826.jpg,18.51874,73.85656
Lal_Mahal_827.jpg,18.51875,73.85672
Lal_Mahal_828.jpg,18.51874,73.85664
Lal_Mahal_829.jpg,18.51876,73.85662
Lal_Mahal_83.jpg,18.51876,73.85677
Lal_Mahal_830.jpg,18.51874,73.85664
Lal_Mahal_831.jpg,18.51875,73.85659
Lal_Mahal_832.jpg,18.51874,73.85655
Lal_Mahal_833.jpg,18.51875,73.85676
Lal_Mahal_834.jpg,18.51876,73.85653
Lal_Mahal_835.jpg,18.51875,73.85659
Lal_Mahal_836.jpg,18.51876,73.85657
Lal_Mahal_837.jpg,18.51875,73.85673
Lal_Mahal_838.jpg,18.51876,73.85657
Lal_Mahal_839.jpg,18.51875,73.85662
Lal_Mahal_84.jpg,18.51874,73.85661
Lal_Mahal_840.jpg,18.51876,73.85665
Lal_Mahal_841.jpg,18.51875,73.85672
Lal_Mahal_842.jpg,18.51876,73.85662
Lal_Mahal_843.jpg,18.51876,73.85666
Lal_Mahal_844.jpg,18.51876,73.85651
Lal_Mahal_845.jpg,18.51874,73.85653
Lal_Mahal_846.jpg,18.51874,73.85661
Lal_Mahal_847.jpg,18.51876,73.85671
Lal_Mahal_848.jpg,18.51875,73.85659
Lal_Mahal_849.jpg,18.51874,73.85661
Lal_Mahal_85.jpg,18.51874,73.85664
Lal_Mahal_850.jpg,18.51876,73.85666
Lal_Mahal_851.jpg,18.51874,73.85668
Lal_Mahal_852.jpg,18.51876,73.85675
Lal_Mahal_853.jpg,18.51875,73.85653
Lal_Mahal_854.jpg,18.51875,73.85655
Lal_Mahal_855.jpg,18.51876,73.85669
Lal_Mahal_856.jpg,18.51875,73.85657
